PMID;study.name;author_name;type_Obsv_0_trial_1;mono0_multi1;start;end;published;number_follow_up;number_1_follow_up;number_2_follow_up;number_3_follow_up;number_4_follow_up;number_5_follow_up;number_6_follow_up;d_adm_dis;rehosp_30_all.cause_all;rehosp_30_all.cause_all_.;rehosp_30_all.cause_1;rehosp_30_all.cause_1_.;rehosp_30_all.cause_2;rehosp_30_all.cause_2_.;rehosp_30_all.cause_3;rehosp_30_all.cause_3_.;rehosp_30_all.cause_4;rehosp_30_all.cause_4_.;rehosp_30_all.cause_5;rehosp_30_all.cause_5_.;death_30_all;death_30_all_.;death_30_1;death_30_1_.;death_30_2;death_30_2_.;death_30_3;death_30_3_.;death_30_4;death_30_4_.;death_30_5;death_30_5_.;death_30_6;death_30_6_.;rehosp_365;rehosp_365_.;rehosp_365_1;rehosp_365_1_.;rehosp_365_2;rehosp_365_2_.;rehosp_365_3;rehosp_365_3_.;rehosp_365_4;rehosp_365_4_.;death_365;death_365_.;death_365_1;death_365_1_.;death_365_2;death_365_2_.;death_365_3;death_365_3_.;death_365_4;death_365_4_.;death_365_5;death_365_5_.;death_365_6;death_365_6_.;number_ttt;number_1_ttt;number_2_ttt;number_3_ttt;number_4_ttt;number_5_ttt;number_6_ttt;A_all_ACE;A_ACE_1;A_ACE_2;A_ACE_3;A_ACE_4;A_ACE_5;A_ACE_6;A_all_ARB;A_ARB_1;A_ARB_2;A_ARB_3;A_ARB_4;A_ARB_5;A_all_ACE_ARB;A_ACE_ARB_1;A_ACE_ARB_2;A_ACE_ARB_3;A_ACE_ARB_4;A_ACE_ARB_5;A_all_B;A_B_1;A_B_2;A_B_3;A_B_4;A_B_5;A_B_6;A_all_diuretic;A_diuretic_1;A_diuretic_2;A_diuretic_3;A_diuretic_4;A_diuretic_5;A_all_digoxin;A_digoxin_1;A_digoxin_2;A_digoxin_3;A_digoxin_4;A_digoxin_5;all_median_age;median_age_1;median_age_2;median_age_3;median_age_4;all_mean_age_years;mean_age_1;mean_age_2;mean_age_3;mean_age_4;mean_age_5;mean_age_6;all_gender_male;all_gender_male_.;gender_male_1;gender_male_1_.;gender_male_2;gender_male_2_.;gender_male_3;gender_male_3_.;gender_male_4;gender_male_4_.;gender_male_5;gender_male_5_.;gender_male_6;gender_male_6_.;HF_all;HF_1;HF_2;HF_3;HF_4;HF_5;HF_6;all_HT;HT_1;HT_2;HT_3;HT_4;HT_5;HT_6;all_DM;DM_1;DM_2;DM_3;DM_4;DM_5;DM_6;all_COPD;COPD_1;COPD_2;COPD_3;COPD_4;COPD_5;COPD_6;all_Afib;Afib_1;Afib_2;Afib_3;Afib_4;Afib_5;Afib_6;all_CAD.IHD;CAD.IHD_1;CAD.IHD_2;CAD.IHD_3;CAD.IHD_4;CAD.IHD_5;CAD.IHD_6;all_median_SBP;median_SBP_1;median_SBP_2;median_SBP_3;median_SBP_4;median_SBP_5;median_SBP_6;all_mean_SBP;mean_SBP_1;mean_SBP_2;mean_SBP_3;mean_SBP_4;mean_SBP_5;mean_SBP_6;all_median_HR;median_HR_1;median_HR_2;median_HR_3;median_HR_4;median_HR_5;median_HR_6;all_mean_HR;mean_HR_1;mean_HR_2;mean_HR_3;mean_HR_4;mean_HR_5;mean_HR_6;all_median_EF;median_EF_1;median_EF_2;median_EF_3;median_EF_4;all_mean_EF;mean_EF_1;mean_EF_2;mean_EF_3;mean_EF_4;mean_EF_5;mean_EF_6;;;;;;
28262195;Nutritional Intervention in Malnourished Hospitalized Patients with Heart Failure.;Bonilla_Palomas;1;1;2012;2015;2016;120;61;59;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47.5;NA;20.3;NA;NA;NA;NA;NA;NA;NA;NA;120;61;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;73.3;73.8;72.9;NA;NA;NA;61.7;60.6;62.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79.2;79.8;78.6;NA;NA;NA;NA;NA;37.5;NA;39.3;NA;35.6;NA;NA;NA;NA;NA;NA;NA;NA;65;65.6;64.4;NA;NA;NA;NA;75;80.3;69.5;NA;NA;NA;NA;48.3;49.2;47.5;NA;NA;NA;NA;15;11.5;18.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;130.9;131;130.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79.6;80.3;78.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;48.5;48.2;48.8;NA;NA;NA;NA;;;;;;
28302292;Short-Term Effects of Tolvaptan in Patients With Acute Heart Failure and Volume Overload.;Konstam;1;1;2012;2016;2017;250;128;122;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.8;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;250;128;122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;52;60;NA;NA;NA;NA;92;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67;70;NA;NA;NA;NA;NA;NA;NA;65;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;122;122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;35;NA;NA;NA;NA;;;;;;
28406038;The GALA study: relationship between galectin-3 serum levels and short- and long-term outcomes of patients with acute heart failure.;Miro;0;0;2014;2014;2017;115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79;NA;NA;NA;NA;NA;NA;NA;51.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56.6;NA;NA;NA;NA;NA;NA;81.7;NA;NA;NA;NA;NA;NA;40.9;NA;NA;NA;NA;NA;NA;32.2;NA;NA;NA;NA;NA;NA;47.8;NA;NA;NA;NA;NA;NA;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;150;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46;NA;NA;NA;NA;NA;NA;;;;;;
28459958;Biased ligand of the angiotensin II type 1 receptor in patients with acute heart failure: a randomized, double-blind, placebo-controlled, phase IIB, dose ranging trial (BLAST-AHF).;Pang;1;1;2013;2016;2017;618;183;128;182;125;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.8;NA;3.9;NA;4.4;NA;4.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;618;183;128;182;125;NA;NA;NA;79.8;82;76.4;79.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86.9;81.3;86.8;86.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71.1;70.1;69.8;70.8;NA;NA;NA;NA;NA;62.8;NA;60.9;NA;62.1;NA;62.4;NA;NA;NA;NA;NA;97.3;100;97.8;98.4;NA;NA;NA;91.3;90.6;91.8;92;NA;NA;NA;46.4;41.4;42.9;47.2;NA;NA;NA;15.8;15.6;14.8;21.6;NA;NA;NA;57.4;57;47.8;59.2;NA;NA;NA;65.6;62.5;69.2;65.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;134.5;134.5;131.8;134.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78.3;79.9;77.8;78.8;NA;NA;NA;NA;NA;NA;NA;NA;36;37;35;35;NA;NA;;;;;;
28463462;Clinical phenotypes and outcome of patients hospitalized for acute heart failure: the ESC Heart Failure Long-Term Registry.;Chioncel;0;1;2011;2015;2017;6629;875;195;4052;320;233;954;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44.4;NA;39.7;NA;43.4;NA;48.1;NA;34.4;NA;26.7;NA;28.1;NA;54;NA;27.2;NA;12.8;NA;33.9;NA;20.6;6629;875;195;4052;320;233;954;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63;NA;56.9;NA;60;NA;65.2;NA;50;NA;54.1;NA;66.7;70.6;61.3;60;81.1;48.9;72.1;43.6;NA;NA;NA;NA;NA;NA;NA;39.1;42.1;33.8;37.9;35.6;39.9;43.2;19.1;19.7;16.4;18.9;17.6;29.2;17.9;30.3;27.3;26.15;34.3;29.3;34.7;16.3;NA;NA;NA;NA;NA;NA;NA;130;140;95;130;170;120;138.5;NA;NA;NA;NA;NA;NA;NA;88;95;100;85;87.5;85;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;39.2;39.9;34.8;37.3;50.9;49.1;40.3;;;;;;
28484958;Markers of diuretic resistance in emergency department patients with acute heart failure.;Doering;0;0;NA;NA;2017;187;155;32;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;187;155;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64;63;68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;NA;64;NA;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;149;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28496020;Predictors of Long-Term Mortality in Patients With Acute Heart Failure,;Jin;0;0;2012;2015;2017;270;223;47;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47;17.399999999999999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;287;223;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81.900000000000006;84.8;68.099999999999994;NA;NA;NA;80;82.1;70.2;NA;NA;NA;NA;93.3;91.9;100;NA;NA;NA;42.6;43;40.4;NA;NA;NA;NA;NA;NA;NA;NA;60.5;59.4;65.3;NA;NA;NA;NA;181;67;155;69.5;26;55.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47.8;49.3;40.4;NA;NA;NA;NA;20.399999999999999;20.6;19.100000000000001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28.5;27.8;31.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;126;128.30000000000001;115.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84.3;84.7;82.7;NA;NA;NA;NA;38.5;38.299999999999997;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28506551;Early in-hospital variation of red blood cell distribution width predicts mortality in patients with acute heart failure,;Turcato;0;0;2015;2015;2017;588;501;87;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;87;14.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;588;501;87;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54.5;43.5;NA;NA;NA;NA;47.5;38.700000000000003;NA;NA;NA;NA;NA;65.400000000000006;64.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;83;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;278;55.5;41;47.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95.4;98.3;NA;NA;NA;NA;NA;28.3;48.9;NA;NA;NA;NA;NA;35.799999999999997;31;NA;NA;NA;NA;NA;23.6;21.1;NA;NA;NA;NA;NA;88.3;86.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28567084;Clinical Characteristics and Outcome of Acute Heart Failure in Korea: Results from the Korean Acute Heart Failure Registry (KorAHF).;Lee;0;1;2011;2014;2017;5356;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38.200000000000003;NA;NA;NA;NA;NA;28.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68.5;NA;NA;NA;NA;NA;NA;NA;53.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47.8;NA;NA;NA;NA;NA;NA;62.2;NA;NA;NA;NA;NA;NA;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28.5;NA;NA;NA;NA;NA;NA;42.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;131.19999999999999;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37.700000000000003;NA;NA;NA;NA;NA;NA;;;;;;
28580623;The relationship of circulating relaxin-2 concentrations with short-term prognosis in patients with acute heart failure: the RELAHF study.;Herrero_Puente;0;1;2014;2014;2017;522;92;430;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2.2000000000000002;39;9.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;522;92;430;NA;NA;NA;NA;26.1;23.9;26.5;NA;NA;NA;NA;23.2;20.7;23.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;35.200000000000003;37;34.9;NA;NA;NA;NA;64;65.2;63.7;NA;NA;NA;15.1;12;15.8;NA;NA;NA;NA;NA;NA;NA;NA;80.900000000000006;80.680000000000007;80.95;NA;NA;NA;NA;242;46.4;58;63;184;42.8;NA;NA;NA;NA;NA;NA;NA;NA;60.3;59.8;60.5;NA;NA;NA;NA;82.6;80.400000000000006;83;NA;NA;NA;NA;39.1;38;39.299999999999997;NA;NA;NA;NA;20.100000000000001;19.600000000000001;20.2;NA;NA;NA;NA;50.6;50;50.7;NA;NA;NA;NA;32.6;33.700000000000003;32.299999999999997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;142.69999999999999;140.80000000000001;143.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90.2;87.7;90.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28595171;Serum Irisin Predicts Mortality Risk in Acute Heart Failure Patients,;Shen;0;0;2012;2015;2017;161;92;69;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;26.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;161;92;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56;62;NA;NA;NA;NA;NA;NA;66;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41.3;40.58;NA;NA;NA;NA;NA;18.48;17.39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27.17;26.09;NA;NA;NA;NA;NA;17.39;20.29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;123.37;124.56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43;44;NA;NA;NA;NA;;;;;;
28625377;One-year mortality outcomes and hospital readmissions of patients admitted with acute heart failure: Data from the Trivandrum Heart Failure Registry in Kerala, India,;Harikrishnan;0;1;2013;2014;2017;1205;834;371;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;333;30.2;NA;NA;NA;NA;NA;NA;NA;NA;371;30.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1205;834;371;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61.2;60.46;62.98;NA;NA;NA;NA;834;69;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57.07;59.3;NA;NA;NA;NA;NA;55.64;53.37;NA;NA;NA;NA;NA;15.59;15.09;NA;NA;NA;NA;NA;13.07;18.329999999999998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;128.53;131.13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28626112;Experience with long-term administration of tolvaptan to patients with acute decompensated heart failure.;Kiuchi;1;0;2011;2015;2017;209;104;57;48;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;209;104;57;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71.599999999999994;73.2;73.8;NA;NA;NA;NA;NA;55;52.9;31;54.4;23;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28776539;Characteristics, Management, and Outcomes of Acute Heart Failure in the Emergency Department: A Multicenter Registry Study with 1-year Follow-up in a Chinese Cohort in Beijing.;Wang;0;1;2011;2012;2017;3049;NA;NA;NA;NA;NA;NA;0;NA;15.64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46.89;NA;NA;NA;NA;NA;NA;NA;NA;NA;32.270000000000003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3049;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49.96;NA;NA;NA;NA;NA;NA;42.13;NA;NA;NA;NA;NA;NA;30.07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27.83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;96;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28826899;Impact of Frailty and Disability on 30-Day Mortality in Older Patients With Acute Heart Failure;Martin_Sanchez;0;1;2011;2014;2017;596;235;46;79;113;60;63;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69;11.6;NA;4.3;NA;6.5;NA;7.6;NA;12.4;NA;21.7;NA;36.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;596;235;46;79;113;60;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32.1;NA;NA;NA;NA;NA;17.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;83.2;NA;NA;NA;NA;NA;NA;233;38.799999999999997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63.4;NA;NA;NA;NA;NA;NA;88.6;NA;NA;NA;NA;NA;NA;37.1;NA;NA;NA;NA;NA;NA;22.7;NA;NA;NA;NA;NA;NA;60.4;NA;NA;NA;NA;NA;NA;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28883217;Safety and Efficacy of Long-Term Use of Tolvaptan in Patients With Heart Failure and Chronic Kidney Disease.;Uemura;0;0;2012;2015;2017;99;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45.1;NA;NA;NA;NA;NA;69.599999999999994;NA;NA;NA;NA;NA;NA;93.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;74.099999999999994;NA;NA;NA;NA;NA;NA;NA;59.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63.7;NA;NA;NA;NA;NA;NA;65.7;NA;NA;NA;NA;NA;NA;46.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;NA;NA;NA;NA;NA;NA;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;116.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79.400000000000006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42.7;NA;NA;NA;NA;NA;;;;;;
28885958;Repeat Hospitalizations Predict Mortality in Patients With Heart Failure.;Lin;0;1;2007;2011;2017;51286;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76.3;NA;NA;NA;NA;NA;NA;NA;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;93.3;NA;NA;NA;NA;NA;NA;53.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47.3;NA;NA;NA;NA;NA;NA;73.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
